date	company_name	revenue
2014/12/07	Teste_Cohortiano	309
2014/12/08	Teste_Cohortiano	245
2014/12/09	Teste_Cohortiano	194
2014/12/10	Teste_Cohortiano	345
2014/12/11	Teste_Cohortiano	463
2014/12/12	Teste_Cohortiano	315
2014/12/13	Teste_Cohortiano	243
2014/12/14	Teste_Cohortiano	465
2014/12/15	Teste_Cohortiano	385
2014/12/16	Teste_Cohortiano	368
2014/12/17	Teste_Cohortiano	404
2014/12/18	Teste_Cohortiano	429
2014/12/19	Teste_Cohortiano	153
2014/12/20	Teste_Cohortiano	300
2014/12/21	Teste_Cohortiano	468
2014/12/22	Teste_Cohortiano	311
2014/12/23	Teste_Cohortiano	99
2014/12/24	Teste_Cohortiano	309
2014/12/25	Teste_Cohortiano	295
2014/12/26	Teste_Cohortiano	97
2014/12/27	Teste_Cohortiano	117
2014/12/28	Teste_Cohortiano	449
2014/12/29	Teste_Cohortiano	78
2014/12/30	Teste_Cohortiano	259
2014/12/31	Teste_Cohortiano	246
2015/01/01	Teste_Cohortiano	104
2015/01/02	Teste_Cohortiano	96
2015/01/03	Teste_Cohortiano	126
2015/01/04	Teste_Cohortiano	308
2015/01/05	Teste_Cohortiano	108
2015/01/06	Teste_Cohortiano	274
2015/01/07	Teste_Cohortiano	89
2015/01/08	Teste_Cohortiano	263
2015/01/09	Teste_Cohortiano	171
2015/01/10	Teste_Cohortiano	119
2015/01/11	Teste_Cohortiano	434
2015/01/12	Teste_Cohortiano	357
2015/01/13	Teste_Cohortiano	219
2015/01/14	Teste_Cohortiano	447
2015/01/15	Teste_Cohortiano	131
2015/01/16	Teste_Cohortiano	437
2015/01/17	Teste_Cohortiano	296
2015/01/18	Teste_Cohortiano	439
2015/01/19	Teste_Cohortiano	342
2015/01/20	Teste_Cohortiano	82
2015/01/21	Teste_Cohortiano	348
2015/01/22	Teste_Cohortiano	168
2015/01/23	Teste_Cohortiano	449
2015/01/24	Teste_Cohortiano	351
2015/01/25	Teste_Cohortiano	227
2015/01/26	Teste_Cohortiano	406
2015/01/27	Teste_Cohortiano	430
2015/01/28	Teste_Cohortiano	350
2015/01/29	Teste_Cohortiano	83
2015/01/30	Teste_Cohortiano	153
2015/01/31	Teste_Cohortiano	373
2015/02/01	Teste_Cohortiano	271
2015/02/02	Teste_Cohortiano	294
2015/02/03	Teste_Cohortiano	390
2015/02/04	Teste_Cohortiano	212
2015/02/05	Teste_Cohortiano	143
2015/02/06	Teste_Cohortiano	421
2015/02/07	Teste_Cohortiano	116
2015/02/08	Teste_Cohortiano	425
2015/02/09	Teste_Cohortiano	125
2015/02/10	Teste_Cohortiano	436
2015/02/11	Teste_Cohortiano	201
2015/02/12	Teste_Cohortiano	388
2015/02/13	Teste_Cohortiano	396
2015/02/14	Teste_Cohortiano	188
2015/02/15	Teste_Cohortiano	223
2015/02/16	Teste_Cohortiano	82
2015/02/17	Teste_Cohortiano	291
2015/02/18	Teste_Cohortiano	185
2015/02/19	Teste_Cohortiano	417
2015/02/20	Teste_Cohortiano	116
2015/02/21	Teste_Cohortiano	93
2015/02/22	Teste_Cohortiano	67
2015/02/23	Teste_Cohortiano	152
2015/02/24	Teste_Cohortiano	162
2015/02/25	Teste_Cohortiano	80
2015/02/26	Teste_Cohortiano	242
2015/02/27	Teste_Cohortiano	79
2015/02/28	Teste_Cohortiano	446
2015/03/01	Teste_Cohortiano	142
2015/03/02	Teste_Cohortiano	166
2015/03/03	Teste_Cohortiano	153
2015/03/04	Teste_Cohortiano	463
2015/03/05	Teste_Cohortiano	203
2015/03/06	Teste_Cohortiano	304
2015/03/07	Teste_Cohortiano	365
2015/03/08	Teste_Cohortiano	220
2015/03/09	Teste_Cohortiano	444
2015/03/10	Teste_Cohortiano	309
2015/03/11	Teste_Cohortiano	374
2015/03/12	Teste_Cohortiano	296
2015/03/13	Teste_Cohortiano	394
2015/03/14	Teste_Cohortiano	401
2015/03/15	Teste_Cohortiano	334
2015/03/16	Teste_Cohortiano	212
2015/03/17	Teste_Cohortiano	184
2015/03/18	Teste_Cohortiano	132
2015/03/19	Teste_Cohortiano	173
2015/03/20	Teste_Cohortiano	247
2015/03/21	Teste_Cohortiano	258
2015/03/22	Teste_Cohortiano	435
2015/03/23	Teste_Cohortiano	213
2015/03/24	Teste_Cohortiano	455
2015/03/25	Teste_Cohortiano	445
2015/03/26	Teste_Cohortiano	162
2015/03/27	Teste_Cohortiano	82
2015/03/28	Teste_Cohortiano	411
2015/03/29	Teste_Cohortiano	391
2015/03/30	Teste_Cohortiano	199
2015/03/31	Teste_Cohortiano	123
2015/04/01	Teste_Cohortiano	451
2015/04/02	Teste_Cohortiano	258
2015/04/03	Teste_Cohortiano	435
2015/04/04	Teste_Cohortiano	151
2015/04/05	Teste_Cohortiano	428
2015/04/06	Teste_Cohortiano	101
2015/04/07	Teste_Cohortiano	149
2015/04/08	Teste_Cohortiano	372
2015/04/09	Teste_Cohortiano	202
2015/04/10	Teste_Cohortiano	342
2015/04/11	Teste_Cohortiano	347
2015/04/12	Teste_Cohortiano	327
2015/04/13	Teste_Cohortiano	351
2015/04/14	Teste_Cohortiano	126
2015/04/15	Teste_Cohortiano	421
2015/04/16	Teste_Cohortiano	215
2015/04/17	Teste_Cohortiano	426
2015/04/18	Teste_Cohortiano	312
2015/04/19	Teste_Cohortiano	404
2015/04/20	Teste_Cohortiano	346
2015/04/21	Teste_Cohortiano	454
2015/04/22	Teste_Cohortiano	381
2015/04/23	Teste_Cohortiano	389
2015/04/24	Teste_Cohortiano	192
2015/04/25	Teste_Cohortiano	136
2015/04/26	Teste_Cohortiano	337
2015/04/27	Teste_Cohortiano	200
2015/04/28	Teste_Cohortiano	212
2015/04/29	Teste_Cohortiano	165
2015/04/30	Teste_Cohortiano	172
2015/05/01	Teste_Cohortiano	113
2015/05/02	Teste_Cohortiano	424
2015/05/03	Teste_Cohortiano	285
2015/05/04	Teste_Cohortiano	197
2015/05/05	Teste_Cohortiano	71
2015/05/06	Teste_Cohortiano	243
2015/05/07	Teste_Cohortiano	213
2015/05/08	Teste_Cohortiano	335
2015/05/09	Teste_Cohortiano	345
2015/05/10	Teste_Cohortiano	424
2015/05/11	Teste_Cohortiano	353
2015/05/12	Teste_Cohortiano	284
2015/05/13	Teste_Cohortiano	124
2015/05/14	Teste_Cohortiano	113
2015/05/15	Teste_Cohortiano	317
2015/05/16	Teste_Cohortiano	71
2015/05/17	Teste_Cohortiano	417
2015/05/18	Teste_Cohortiano	72
2015/05/19	Teste_Cohortiano	204
2015/05/20	Teste_Cohortiano	458
2015/05/21	Teste_Cohortiano	465
2015/05/22	Teste_Cohortiano	133
2015/05/23	Teste_Cohortiano	166
2015/05/24	Teste_Cohortiano	252
2015/05/25	Teste_Cohortiano	289
2015/05/26	Teste_Cohortiano	90
2015/05/27	Teste_Cohortiano	430
2015/05/28	Teste_Cohortiano	143
2015/05/29	Teste_Cohortiano	139
2015/05/30	Teste_Cohortiano	389
2015/05/31	Teste_Cohortiano	158
2015/06/01	Teste_Cohortiano	150
2015/06/02	Teste_Cohortiano	94
2015/06/03	Teste_Cohortiano	300
2015/06/04	Teste_Cohortiano	421
2015/06/05	Teste_Cohortiano	252
2015/06/06	Teste_Cohortiano	159
2015/06/07	Teste_Cohortiano	382
2015/06/08	Teste_Cohortiano	243
2015/06/09	Teste_Cohortiano	111
2015/06/10	Teste_Cohortiano	382
2015/06/11	Teste_Cohortiano	129
2015/06/12	Teste_Cohortiano	104
2015/06/13	Teste_Cohortiano	108
2015/06/14	Teste_Cohortiano	247
2015/06/15	Teste_Cohortiano	74
2015/06/16	Teste_Cohortiano	421
2015/06/17	Teste_Cohortiano	331
2015/06/18	Teste_Cohortiano	323
2015/06/19	Teste_Cohortiano	448
2015/06/20	Teste_Cohortiano	215
2015/06/21	Teste_Cohortiano	313
2015/06/22	Teste_Cohortiano	309
2015/06/23	Teste_Cohortiano	156
2015/06/24	Teste_Cohortiano	197
2015/06/25	Teste_Cohortiano	220
2015/06/26	Teste_Cohortiano	444
2015/06/27	Teste_Cohortiano	309
2015/06/28	Teste_Cohortiano	314
2015/06/29	Teste_Cohortiano	290
2015/06/30	Teste_Cohortiano	80
2015/07/01	Teste_Cohortiano	326
2015/07/02	Teste_Cohortiano	272
2015/07/03	Teste_Cohortiano	124
2015/07/04	Teste_Cohortiano	296
2015/07/05	Teste_Cohortiano	374
2015/07/06	Teste_Cohortiano	184
2015/07/07	Teste_Cohortiano	251
2015/07/08	Teste_Cohortiano	142
2015/07/09	Teste_Cohortiano	215
2015/07/10	Teste_Cohortiano	405
2015/07/11	Teste_Cohortiano	235
2015/07/12	Teste_Cohortiano	217
2015/07/13	Teste_Cohortiano	345
2015/07/14	Teste_Cohortiano	127
2015/07/15	Teste_Cohortiano	341
2015/07/16	Teste_Cohortiano	415
2015/07/17	Teste_Cohortiano	217
2015/07/18	Teste_Cohortiano	327
